ESTU_TIPODOCUMENTO_PRO,ESTU_GENERO_PRO,ESTU_FECHANACIMIENTO_PRO,PERIODO_PRO,ESTU_CONSECUTIVO_PRO,ESTU_DEPTO_RESIDE_PRO,ESTU_MCPIO_RESIDE_PRO,ESTU_AREARESIDE,ESTU_PAGOMATRICULABECA,ESTU_PAGOMATRICULACREDITO,ESTU_PAGOMATRICULAPADRES,ESTU_PAGOMATRICULAPROPIO,FAMI_ESTRATOVIVIENDA_PRO,FAMI_TIENEINTERNET,ESTU_HORASSEMANATRABAJA,INST_COD_INSTITUCION,INST_NOMBRE_INSTITUCION,ESTU_PRGM_ACADEMICO,ESTU_METODO_PRGM,ESTU_NUCLEO_PREGRADO,MOD_RAZONA_CUANTITAT_PUNT,MOD_LECTURA_CRITICA_PUNT,MOD_COMPETEN_CIUDADA_PUNT,MOD_INGLES_PUNT,MOD_COMUNI_ESCRITA_PUNT,PUNT_GLOBAL,CONSECUTIVO_SABERPRO,CONSECUTIVO_SABER11,ESTU_TIPODOCUMENTO_11,ESTU_GENERO_11,ESTU_FECHANACIMIENTO_11,PERIODO_11,ESTU_CONSECUTIVO_11,ESTU_DEPTO_RESIDE_11,ESTU_MCPIO_RESIDE_11,FAMI_ESTRATOVIVIENDA_11,COLE_CARACTER,PUNT_SOCIALES_CIUDADANAS,PUNT_INGLES,PUNT_LECTURA_CRITICA,PUNT_MATEMATICAS,PUNT_C_NATURALES,FACULTAD,CAMPUS
CC,F,02/06/1998,20195,EK201950289449,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,173,180,167,190,141.0,170,EK201950289449,SB11201420011338,TI,F,02/06/1998,20142,SB11201420011338,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,61,55,63,55,63,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,12/01/1998,20195,EK201950305676,CORDOBA,LORICA,CABECERA MUNICIPAL,SI,NO,SI,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,126,153,129,123,173.0,141,EK201950305676,SB11201420061630,TI,F,12/01/1998,20142,SB11201420061630,CORDOBA,LORICA,Estrato 1,ACADEMICO,50,36,47,41,52,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,29/09/1997,20195,EK201950290212,CORDOBA,LORICA,CABECERA MUNICIPAL,SI,SI,NO,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,152,115,77,129,145.0,124,EK201950290212,SB11201420499583,TI,F,29/09/1997,20142,SB11201420499583,CORDOBA,SAN BERNARDO DEL VIENTO,Estrato 1,TECNICO,55,50,47,58,58,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,14/11/1995,20195,EK201950305769,CORDOBA,LORICA,CABECERA MUNICIPAL,NO,NO,SI,NO,,NAN,NAN,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,94,122,97,169,169.0,130,EK201950305769,SB11201220453261,TI,F,14/11/1995,20122,SB11201220453261,CORDOBA,LORICA,Estrato 3,ACADEMICO,58,64,50,64,64,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,31/05/1998,20195,EK201950311514,CORDOBA,BUENAVISTA,AREA RURAL,NO,NO,NO,SI,Estrato 1,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,119,133,62,114,152.0,116,EK201950311514,SB11201420433430,TI,F,31/05/1998,20142,SB11201420433430,CORDOBA,BUENAVISTA,Estrato 1,ACADEMICO,49,45,44,41,38,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,16/07/1997,20195,EK201950315307,CORDOBA,CERETE,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,179,163,153,108,180.0,157,EK201950315307,SB11201420591922,TI,M,16/07/1997,20142,SB11201420591922,CORDOBA,CERETE,,ACADEMICO,49,45,52,56,58,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,18/04/1996,20195,EK201950290003,CORDOBA,LORICA,CABECERA MUNICIPAL,SI,NO,NO,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,152,173,163,181,199.0,174,EK201950290003,SB11201320471792,TI,M,18/04/1996,20132,SB11201320471792,CORDOBA,LORICA,Estrato 1,ACADEMICO,67,52,56,62,65,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,06/11/1997,20195,EK201950288465,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,135,166,157,187,185.0,166,EK201950288465,SB11201420030383,TI,M,06/11/1997,20142,SB11201420030383,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,64,77,56,56,62,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,21/05/1995,20195,EK201950288018,CORDOBA,MONTELIBANO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,124,129,104,132,103.0,118,EK201950288018,SB11201320016313,TI,F,21/05/1995,20132,SB11201320016313,CORDOBA,MONTELIBANO,Estrato 1,ACADEMICO,40,53,40,46,52,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,30/09/1996,20195,EK201950319765,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,134,110,160,158,142.0,141,EK201950319765,SB11201320192540,TI,F,30/09/1996,20132,SB11201320192540,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,56,50,58,53,57,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,28/01/1998,20195,EK201950306167,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,121,170,155,201,170.0,163,EK201950306167,SB11201320553738,TI,F,28/01/1998,20132,SB11201320553738,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,52,55,49,49,54,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,27/03/1997,20195,EK201950300623,CORDOBA,LORICA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,148,150,174,114,154.0,148,EK201950300623,SB11201220507750,TI,F,27/03/1997,20122,SB11201220507750,CORDOBA,LORICA,Estrato 1,ACADEMICO,51,39,56,57,52,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,10/07/1998,20195,EK201950292005,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 5,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,170,194,192,160,137.0,171,EK201950292005,SB11201420450876,TI,M,10/07/1998,20142,SB11201420450876,CORDOBA,MONTERIA,Estrato 3,ACADEMICO,58,54,65,62,55,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,10/01/1997,20195,EK201950287869,CORDOBA,MONTELIBANO,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 2,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,102,142,168,139,163.0,143,EK201950287869,SB11201320124044,TI,F,10/01/1997,20132,SB11201320124044,ATLANTICO,BARRANQUILLA,Estrato 2,ACADEMICO,46,50,43,49,46,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,29/05/1996,20195,EK201950312383,CORDOBA,PLANETA RICA,CABECERA MUNICIPAL,NO,NO,SI,SI,Estrato 2,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,193,186,199,201,145.0,185,EK201950312383,SB11201220455690,TI,M,29/05/1996,20122,SB11201220455690,CORDOBA,PLANETA RICA,Estrato 2,ACADEMICO,64,55,60,66,74,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,17/04/1996,20195,EK201950312556,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,166,119,110,151,117.0,133,EK201950312556,SB11201420123761,CC,M,17/04/1996,20142,SB11201420123761,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,53,58,56,61,64,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,30/09/1998,20195,EK201950309286,CORDOBA,CERETE,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,134,151,151,146,140.0,144,EK201950309286,SB11201420116781,TI,F,30/09/1998,20142,SB11201420116781,CORDOBA,CERETE,Estrato 2,ACADEMICO,53,51,58,58,55,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,25/09/1997,20195,EK201950288335,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,157,126,98,133,145.0,132,EK201950288335,SB11201420412823,TI,F,25/09/1997,20142,SB11201420412823,CORDOBA,SAHAGUN,Estrato 1,ACADEMICO,42,45,44,45,54,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,25/10/1996,20195,EK201950291842,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,157,170,109,148,146.0,146,EK201950291842,SB11201320057709,TI,M,25/10/1996,20132,SB11201320057709,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,58,48,54,60,62,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,03/10/1997,20195,EK201950304734,CORDOBA,SAHAGUN,CABECERA MUNICIPAL,SI,SI,SI,SI,Estrato 2,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,98,88,86,129,103.0,101,EK201950304734,SB11201420370366,TI,F,03/10/1997,20142,SB11201420370366,CORDOBA,SAHAGUN,Estrato 2,ACADEMICO,51,49,52,45,48,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,22/03/1995,20195,EK201950293904,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,81,89,63,114,162.0,102,EK201950293904,SB11201220515556,TI,F,22/03/1995,20122,SB11201220515556,CORDOBA,MONTERIA,Estrato 3,ACADEMICO,40,42,43,31,40,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,05/09/1997,20195,EK201950288393,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,139,169,132,194,191.0,165,EK201950288393,SB11201320145396,TI,F,05/09/1997,20132,SB11201320145396,CORDOBA,CERETE,Estrato 2,ACADEMICO,58,60,59,58,56,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,16/05/1997,20195,EK201950310168,CORDOBA,LORICA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,178,173,175,129,111.0,153,EK201950310168,SB11201320500450,TI,M,16/05/1997,20132,SB11201320500450,CORDOBA,LORICA,Estrato 2,ACADEMICO,56,48,50,49,59,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,25/08/1995,20195,EK201950311608,CORDOBA,BUENAVISTA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,126,126,137,139,144.0,134,EK201950311608,SB11201220455409,TI,F,25/08/1995,20122,SB11201220455409,CORDOBA,BUENAVISTA,Estrato 1,ACADEMICO,58,46,64,49,45,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,F,29/07/1994,20195,EK201950312048,CORDOBA,LA APARTADA,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 1,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ADMINISTRACION EN FINANZAS Y NEGOCIOS INTERNACIONALES,DISTANCIA,ADMINISTRACION,97,132,81,117,160.0,117,EK201950312048,SB11201220557901,TI,F,29/07/1994,20122,SB11201220557901,CORDOBA,LA APARTADA,Estrato 1,ACADEMICO,38,43,41,42,47,FACULT CIENC ECON JURIDICAS Y ADMINISTR,MULTICAMPUS
CC,M,07/08/1998,20195,EK201950162582,CORDOBA,CERETE,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,MATEMATICAS,PRESENCIAL,MATEMATICAS ESTADISTICA Y AFINES,131,136,156,162,150.0,147,EK201950162582,SB11201420066844,CR,M,07/08/1998,20142,SB11201420066844,CORDOBA,BUENAVISTA,Estrato 1,ACADEMICO,55,43,60,58,54,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,M,16/11/1996,20195,EK201950161374,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,SI,,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,MATEMATICAS,PRESENCIAL,MATEMATICAS ESTADISTICA Y AFINES,214,179,158,184,144.0,176,EK201950161374,SB11201220566200,TI,M,16/11/1996,20122,SB11201220566200,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,53,62,52,70,67,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,M,30/11/1996,20195,EK201950161810,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 1,NO,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,MATEMATICAS,PRESENCIAL,MATEMATICAS ESTADISTICA Y AFINES,174,168,132,150,155.0,156,EK201950161810,SB11201220451579,TI,M,30/11/1996,20122,SB11201220451579,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,57,45,52,60,75,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,F,04/08/1999,20195,EK201950160991,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,NO,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,MATEMATICAS,PRESENCIAL,MATEMATICAS ESTADISTICA Y AFINES,178,180,169,177,147.0,170,EK201950160991,SB11201520003562,TI,F,04/08/1999,20152,SB11201520003562,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,65,76,61,74,62,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,M,05/12/1997,20195,EK201950096460,CORDOBA,LORICA,AREA RURAL,NO,NO,SI,NO,Estrato 1,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,ESTADISTICA,PRESENCIAL,MATEMATICAS ESTADISTICA Y AFINES,181,163,96,148,173.0,152,EK201950096460,SB11201420454371,TI,M,05/12/1997,20142,SB11201420454371,CORDOBA,LORICA,Estrato 1,ACADEMICO,44,54,55,64,61,FACULTAD DE CIENCIAS BASICAS,CAMPUS MONTERIA
CC,M,21/08/1997,20195,EK201950089018,CORDOBA,CERETE,AREA RURAL,NO,NO,SI,SI,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,151,153,104,210,0.0,124,EK201950089018,SB11201420282331,TI,M,21/08/1997,20142,SB11201420282331,CORDOBA,CERETE,Estrato 1,ACADEMICO,46,64,60,56,61,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,20/03/2000,20195,EK201950089027,CORDOBA,CERETE,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,MENOS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,136,186,168,227,162.0,176,EK201950089027,SB11201520527227,TI,F,20/03/2000,20152,SB11201520527227,CORDOBA,CERETE,Estrato 2,ACADEMICO,60,82,62,58,58,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,19/05/1998,20195,EK201950089072,CORDOBA,CERETE,CABECERA MUNICIPAL,NO,NO,NO,SI,Estrato 2,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,129,157,173,212,138.0,162,EK201950089072,SB11201420117368,CR,F,19/05/1998,20142,SB11201420117368,CORDOBA,CERETE,Estrato 2,ACADEMICO,61,81,57,60,70,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,25/09/1998,20195,EK201950089022,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,149,129,159,223,136.0,159,EK201950089022,SB11201420135477,TI,F,25/09/1998,20142,SB11201420135477,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,52,60,69,62,61,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,18/12/1998,20195,EK201950089029,CORDOBA,MONTERIA,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 2,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,139,165,113,201,170.0,158,EK201950089029,SB11201420359563,TI,F,18/12/1998,20142,SB11201420359563,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,57,59,57,53,56,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,09/11/1996,20195,EK201950089051,CORDOBA,SAN PELAYO,AREA RURAL,NO,NO,SI,NO,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,133,150,177,208,170.0,168,EK201950089051,SB11201220458202,TI,M,09/11/1996,20122,SB11201220458202,CORDOBA,SAN PELAYO,Estrato 1,ACADEMICO,56,46,51,53,51,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,07/07/1996,20195,EK201950190959,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,128,197,183,209,148.0,173,EK201950190959,SB11201320226594,TI,M,07/07/1996,20132,SB11201320226594,CORDOBA,MONTERIA,Estrato 2,TECNICOACADEMICO,64,72,66,48,56,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,02/12/1999,20195,EK201950089052,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,153,163,128,216,166.0,165,EK201950089052,SB11201420077463,TI,F,02/12/1999,20142,SB11201420077463,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,67,70,63,70,72,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,26/05/1997,20195,EK201950089055,CORDOBA,BUENAVISTA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 1,NO,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,118,151,155,206,175.0,161,EK201950089055,SB11201320292836,CR,M,26/05/1997,20132,SB11201320292836,CORDOBA,BUENAVISTA,Estrato 1,ACADEMICO,50,50,40,45,43,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,05/10/1996,20195,EK201950089068,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,154,148,157,192,169.0,164,EK201950089068,SB11201220522699,TI,F,05/10/1996,20122,SB11201220522699,ANTIOQUIA,ARBOLETES,Estrato 2,TECNICOACADEMICO,58,62,62,52,58,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,10/07/1999,20195,EK201950089025,CORDOBA,CIENAGA DE ORO,CABECERA MUNICIPAL,SI,NO,SI,NO,Estrato 1,SI,,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,133,164,146,220,152.0,163,EK201950089025,SB11201520483956,TI,F,10/07/1999,20152,SB11201520483956,CORDOBA,CIENAGA DE ORO,Estrato 1,ACADEMICO,72,71,69,70,64,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,23/10/1998,20195,EK201950089048,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,SI,NO,SI,Estrato 1,SI,ENTRE  Y  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,152,183,173,221,175.0,181,EK201950089048,SB11201520445219,TI,M,23/10/1998,20152,SB11201520445219,CORDOBA,MONTERIA,Estrato 2,ACADEMICO,63,88,59,76,67,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,F,29/10/1995,20195,EK201950089017,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,Estrato 2,SI,MAS DE  HORAS,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,119,173,122,198,138.0,150,EK201950089017,SB11201220446089,TI,F,29/10/1995,20122,SB11201220446089,CORDOBA,MONTERIA,Estrato 2,TECNICOACADEMICO,58,60,59,47,48,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
CC,M,02/06/1996,20195,EK201950089046,CORDOBA,MONTERIA,CABECERA MUNICIPAL,NO,NO,SI,NO,,NAN,NAN,1113,UNIVERSIDAD DE CORDOBA-MONTERIA,LICENCIATURA EN EDUCACION BASICA CON ENFASIS EN HUMANIDADESINGLES,PRESENCIAL,EDUCACION,189,172,82,204,0.0,129,EK201950089046,SB11201320041770,TI,M,02/06/1996,20132,SB11201320041770,CORDOBA,MONTERIA,Estrato 1,ACADEMICO,60,76,64,70,77,FACULTAD DE EDUCACION Y CIENCIAS HUMANAS,CAMPUS MONTERIA
